date,nb_seismes,mag_max,mag_mean,mag_median,depth_mean,tsunami_sum,nb_zones,nb_seismes_clean,energy_sum,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,lag_52,energy_lag_1,energy_lag_2,energy_lag_4,zones_lag_1,zones_lag_2,rolling_mean_4,rolling_mean_8,rolling_mean_12,rolling_mean_26,rolling_std_4,rolling_std_8,rolling_std_12,rolling_max_4,rolling_max_8,energy_rolling_4,energy_rolling_8,week_of_year,month,quarter,year,week_sin,week_cos,month_sin,month_cos,energy_per_seisme,tsunami_ratio,mag_spread,delta_seismes,log_energy
2018-08-20,523,8.2,4.552351816443595,4.5,280.567017208413,13,309,489.0,2053332923557.0427,290.0,247.0,241.0,226.0,214.0,248.0,221.0,11199676250.688004,25735327834.40522,8918376900.584148,247.0,218.0,251.0,249.375,247.25,249.07692307692307,27.45906043549199,33.46613426819929,27.153184979766845,290.0,296.0,13654980679.120628,10316784596.86603,34,8.0,3.0,2018.0,-0.8229838658936564,-0.5680647467311559,-0.8660254037844385,-0.5000000000000004,3918574281.5974097,0.0248091603053435,3.647648183556404,233.0,28.350485405239958
2018-08-27,333,7.3,4.509009009009009,4.4,173.2741141141141,7,287,333.0,150987882758.11597,523.0,290.0,247.0,241.0,272.0,242.0,192.0,2053332923557.0427,11199676250.688004,8766541730.805141,309.0,247.0,325.25,288.0,270.1666666666667,259.61538461538464,133.6272801489277,99.65942002640799,84.12418669965717,523.0,523.0,524758617343.2353,266277523880.6449,35,8.0,3.0,2018.0,-0.8854560256532096,-0.4647231720437691,-0.8660254037844385,-0.5000000000000004,452059529.2159161,0.0209580838323353,2.7909909909909905,-190.0,25.740465423913033
2018-09-03,296,7.1,4.575371621621621,4.5,124.94530405405403,5,255,296.0,57338642473.65865,333.0,523.0,290.0,247.0,209.0,233.0,231.0,150987882758.11597,2053332923557.0427,25735327834.40522,287.0,309.0,348.25,295.625,277.75,260.1923076923077,121.67545630350712,100.58960113820349,85.44549033261971,523.0,523.0,560313952600.063,284586328640.2295,36,9.0,3.0,2018.0,-0.9350162426854147,-0.3546048870425359,-1.0,-1.8369701987210287e-16,193059402.26821095,0.0168350168350168,2.5246283783783783,-37.0,24.772240622106704
2018-09-10,363,7.9,4.59366391184573,4.5,174.42853994490358,6,285,363.0,758289721026.6458,296.0,333.0,523.0,290.0,296.0,249.0,428.0,57338642473.65865,150987882758.11597,11199676250.688004,255.0,287.0,360.5,306.5,283.0,259.5769230769231,109.98939342803318,94.39884987192838,84.37470538669098,523.0,523.0,568214781259.8763,290889394964.49243,37,9.0,3.0,2018.0,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210287e-16,2083213519.3039718,0.0164835164835164,3.3063360881542705,67.0,27.35433136727677
2018-09-17,323,6.5,4.516099071207431,4.4,118.74609907120742,0,257,323.0,11045643625.044613,363.0,296.0,333.0,523.0,226.0,214.0,302.0,758289721026.6458,57338642473.65865,2053332923557.0427,285.0,255.0,378.75,314.875,292.5,263.46153846153845,99.99458318662401,96.28742315143174,86.58731798804966,523.0,523.0,754987292453.8657,384321136566.4932,38,9.0,3.0,2018.0,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210287e-16,34091492.669890784,0.0,1.9839009287925693,-40.0,23.125301945189456
2018-09-24,271,6.0,4.51549815498155,4.4,115.48055350553506,1,231,271.0,6805267072.145273,323.0,363.0,296.0,333.0,241.0,272.0,304.0,11045643625.044613,758289721026.6458,150987882758.11597,257.0,285.0,328.75,327.0,301.5833333333333,267.2692307692308,27.669176592976818,89.35483039145524,83.2569498418582,363.0,523.0,244415472470.86624,384587044907.0507,39,9.0,3.0,2018.0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210287e-16,25019364.23582821,0.0036764705882352,1.4845018450184497,-52.0,22.640962718884456
2018-10-01,376,7.5,4.577420212765957,4.5,91.9898670212766,2,309,376.0,200026167638.4489,271.0,323.0,363.0,296.0,247.0,209.0,250.0,6805267072.145273,11045643625.044613,57338642473.65865,231.0,257.0,313.25,330.75,301.5,269.15384615384613,39.38167932766033,85.78836084891049,83.28974617671622,363.0,523.0,208369818549.3736,384341885574.71826,40,10.0,4.0,2018.0,-0.992708874098054,0.1205366802553232,-0.8660254037844386,0.5000000000000001,530573388.96140295,0.0053050397877984,2.922579787234043,105.0,26.021714033133122
2018-10-08,299,5.9,4.514414715719063,4.5,102.99157190635452,2,251,299.0,6788467750.385841,376.0,271.0,323.0,363.0,290.0,296.0,227.0,200026167638.4489,6805267072.145273,758289721026.6458,309.0,231.0,333.25,346.875,315.4166666666667,273.5,47.2325805632793,79.70559668465675,80.3282564722949,376.0,523.0,244041699840.57114,406128240550.22375,41,10.0,4.0,2018.0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,22628225.83461947,0.0066666666666666,1.3855852842809373,-77.0,22.638491090516172
2018-10-15,255,7.0,4.637882352941177,4.5,111.91854901960784,7,225,255.0,61717138233.28984,299.0,376.0,271.0,323.0,523.0,226.0,239.0,6788467750.385841,200026167638.4489,11045643625.044613,251.0,309.0,317.25,348.0,315.6666666666667,275.6923076923077,44.559884799372355,78.8470490434307,80.26697875706971,376.0,523.0,56166386521.50616,405576839487.686,42,10.0,4.0,2018.0,-0.9350162426854148,0.35460488704253557,-0.8660254037844386,0.5000000000000001,241082571.22378844,0.02734375,2.362117647058823,-44.0,24.84582749645599
2018-10-22,340,6.8,4.594411764705882,4.5,95.17035294117646,8,285,340.0,41714766282.92169,255.0,299.0,376.0,271.0,333.0,241.0,213.0,61717138233.28984,6788467750.385841,6805267072.145273,225.0,251.0,300.25,314.5,318.0833333333333,276.1923076923077,53.674171317931574,42.36575436431126,77.7179730392741,376.0,376.0,68834260173.56746,156624866322.21686,43,10.0,4.0,2018.0,-0.8854560256532101,0.464723172043768,-0.8660254037844386,0.5000000000000001,122330692.91179381,0.0234604105571847,2.205588235294118,85.0,24.45412101059799
2018-10-29,365,6.8,4.581643835616438,4.5,87.39545205479452,3,306,365.0,27729212970.626133,340.0,255.0,299.0,376.0,296.0,247.0,202.0,41714766282.92169,61717138233.28984,200026167638.4489,285.0,225.0,317.5,315.375,326.3333333333333,280.53846153846155,52.20791766261769,42.87169395833524,73.95494123676482,376.0,376.0,77561634976.26157,142965726762.81757,44,10.0,4.0,2018.0,-0.822983865893657,0.5680647467311548,-0.8660254037844386,0.5000000000000001,75762876.96892387,0.0081967213114754,2.218356164383562,25.0,24.045752314333104
2018-11-05,287,6.2,4.54567944250871,4.5,106.02153310104528,4,251,287.0,9701243348.031702,365.0,340.0,255.0,299.0,363.0,290.0,373.0,27729212970.626133,41714766282.92169,6788467750.385841,306.0,285.0,314.75,324.0,336.1666666666667,286.3076923076923,48.23812461805152,45.289544678025585,70.19690919553418,365.0,376.0,34487396309.30588,139264548074.9385,45,11.0,4.0,2018.0,-0.7485107481711011,0.6631226582407952,-0.5000000000000004,0.8660254037844384,33684872.73622119,0.0138888888888888,1.6543205574912898,-78.0,22.9955198945539
2018-11-12,265,6.7,4.559169811320755,4.5,90.83018867924528,1,225,265.0,19229657710.51389,287.0,365.0,340.0,255.0,323.0,523.0,304.0,9701243348.031702,27729212970.626133,61717138233.28984,251.0,306.0,311.75,314.5,335.9166666666667,286.9230769230769,49.88904355333612,43.889471565350725,70.38137451618779,365.0,376.0,35215590208.71735,45690988365.11175,46,11.0,4.0,2018.0,-0.6631226582407955,0.7485107481711007,-0.5000000000000004,0.8660254037844384,72291946.2801274,0.0037593984962406,2.140830188679245,-22.0,23.679719596675415
2018-11-19,297,6.8,4.5421548821548825,4.5,98.88397306397307,6,244,297.0,29654329869.12877,265.0,287.0,365.0,340.0,271.0,333.0,403.0,19229657710.51389,9701243348.031702,41714766282.92169,225.0,251.0,314.25,307.25,314.4166666666667,288.46153846153845,46.21237208078953,46.96731386218063,41.52865020535567,365.0,376.0,24593720078.023354,46713990125.79541,47,11.0,4.0,2018.0,-0.5680647467311559,0.8229838658936564,-0.5000000000000004,0.8660254037844384,99511174.05747908,0.0201342281879194,2.2578451178451173,32.0,24.112873984447756
2018-11-26,244,6.3,4.535655737704918,4.5,88.31639344262295,2,227,244.0,9182518082.88706,297.0,265.0,287.0,365.0,376.0,296.0,235.0,29654329869.12877,19229657710.51389,27729212970.626133,244.0,225.0,303.5,310.5,311.4166666666667,290.7692307692308,43.123852641741884,44.95712242952024,41.364144186026884,365.0,376.0,21578610974.575123,49570122975.41835,48,11.0,4.0,2018.0,-0.4647231720437684,0.88545602565321,-0.5000000000000004,0.8660254037844384,37479665.64443698,0.0081632653061224,1.764344262295082,-53.0,22.94056730504217
2018-12-03,271,7.1,4.569409594095941,4.5,96.4330258302583,8,234,271.0,54748779613.594,244.0,297.0,265.0,287.0,299.0,363.0,230.0,9182518082.88706,29654329869.12877,9701243348.031702,227.0,244.0,273.25,294.0,307.0833333333333,290.61538461538464,23.6414184571626,41.579527929705414,45.629851340250156,297.0,365.0,16941937252.640356,25714666780.973114,49,12.0,4.0,2018.0,-0.35460488704253595,0.9350162426854147,-2.4492935982947064e-16,1.0,201282277.99115443,0.0294117647058823,2.530590405904059,27.0,24.726020915250192
2018-12-10,417,7.5,4.608369304556355,4.5,74.22470023980816,9,325,417.0,197817073319.54697,271.0,244.0,297.0,265.0,255.0,323.0,231.0,54748779613.594,9182518082.88706,19229657710.51389,234.0,227.0,269.25,290.5,299.4166666666667,291.7307692307692,21.82315284279524,42.27123304159878,43.03583777891777,297.0,365.0,28203821319.03093,31709705763.874138,50,12.0,4.0,2018.0,-0.2393156642875578,0.970941817426052,-2.4492935982947064e-16,1.0,473246586.88886833,0.0215311004784689,2.891630695443645,146.0,26.010608568489616
2018-12-17,262,7.1,4.576717557251908,4.5,88.27362595419847,3,233,262.0,52621171499.24305,417.0,271.0,244.0,297.0,340.0,271.0,234.0,197817073319.54697,54748779613.594,29654329869.12877,325.0,234.0,307.25,310.75,307.25,298.8076923076923,76.29930100160378,58.5167863583972,54.694398915494716,417.0,417.0,72850675221.2892,48722197649.65628,51,12.0,4.0,2018.0,-0.12053668025532363,0.992708874098054,-2.4492935982947064e-16,1.0,200080499.99712187,0.0114068441064638,2.5232824427480915,-155.0,24.6863843757133
2018-12-24,344,7.3,4.532848837209302,4.4,82.10662790697674,3,292,344.0,106112885604.2818,262.0,417.0,271.0,244.0,365.0,376.0,215.0,52621171499.24305,197817073319.54697,9182518082.88706,233.0,325.0,298.5,301.0,306.5,299.3076923076923,79.79348344319855,59.43784268340461,55.295076223344246,417.0,417.0,78592385628.81776,50085498301.69645,52,12.0,4.0,2018.0,6.432490598706546e-16,1.0,-2.4492935982947064e-16,1.0,307573581.4616864,0.008695652173913,2.7671511627906975,82.0,25.387769322932808
2018-12-31,282,7.0,4.532269503546099,4.5,94.86985815602836,6,245,282.0,37055440870.55542,344.0,262.0,417.0,271.0,287.0,299.0,221.0,106112885604.2818,52621171499.24305,54748779613.594,292.0,233.0,323.5,298.375,303.8333333333333,304.3076923076923,72.3440852224055,56.60372905434018,52.33082410506399,417.0,417.0,102824977509.16646,59883457380.90341,1,12.0,4.0,2018.0,0.12053668025532305,0.992708874098054,-2.4492935982947064e-16,1.0,130937953.6062029,0.0212014134275618,2.4677304964539006,-62.0,24.335681030040536
2019-01-07,297,6.8,4.537609427609428,4.5,83.3510101010101,5,257,297.0,28726397890.447784,282.0,344.0,262.0,417.0,265.0,255.0,236.0,37055440870.55542,106112885604.2818,197817073319.54697,245.0,292.0,326.25,297.75,302.4166666666667,304.6923076923077,69.84924242013416,56.7746170648218,52.70235173868309,417.0,417.0,98401642823.4068,63302732071.21887,2,1.0,1.0,2019.0,0.23931566428755774,0.970941817426052,0.4999999999999999,0.8660254037844387,96397308.35720733,0.0167785234899328,2.262390572390572,15.0,24.08108232412544
2019-01-14,257,6.3,4.531322957198444,4.5,97.51988326848247,7,220,257.0,6344660158.598821,297.0,282.0,344.0,262.0,297.0,340.0,249.0,28726397890.447784,37055440870.55542,52621171499.24305,257.0,245.0,296.25,301.75,305.9166666666667,308.0769230769231,34.912987077399556,55.24426279197311,50.620618029583206,344.0,417.0,56128973966.13201,64489824593.71061,3,1.0,1.0,2019.0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,24591706.041080702,0.0271317829457364,1.7686770428015555,-40.0,22.57087937633144
2019-01-21,274,6.7,4.5568613138686125,4.5,72.63923357664234,3,244,274.0,28668456445.780235,257.0,297.0,282.0,344.0,244.0,365.0,233.0,6344660158.598821,28726397890.447784,106112885604.2818,220.0,257.0,295.0,296.75,299.0,306.5769230769231,36.59690332983564,57.49968944015521,51.207243805752825,344.0,417.0,44559846130.970955,61576115879.89436,4,1.0,1.0,2019.0,0.4647231720437685,0.8854560256532099,0.4999999999999999,0.8660254037844387,104248932.53010994,0.0109090909090909,2.1431386861313877,17.0,24.079063276772885
2019-01-28,258,6.7,4.605697674418605,4.5,116.34298449612402,2,231,258.0,23992970061.97791,274.0,257.0,297.0,282.0,271.0,287.0,383.0,28668456445.780235,6344660158.598821,37055440870.55542,244.0,220.0,277.5,300.5,291.4166666666667,308.4230769230769,16.663332999933377,54.46624118269444,47.11968963729643,297.0,417.0,25198738841.345566,64011858175.256004,5,1.0,1.0,2019.0,0.5680647467311558,0.8229838658936564,0.4999999999999999,0.8660254037844387,92636950.04624675,0.0077220077220077,2.0943023255813955,-16.0,23.901026710344073
2019-02-04,263,6.7,4.5837262357414446,4.5,109.59958174904942,4,227,263.0,19354580598.691185,258.0,274.0,257.0,297.0,417.0,265.0,223.0,23992970061.97791,28668456445.780235,28726397890.447784,231.0,244.0,271.5,298.875,289.0,309.0769230769231,18.69937610367439,55.65310285278682,48.10027404949324,297.0,417.0,21933121139.201187,60167381981.304,6,2.0,1.0,2019.0,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,73312805.29807267,0.0151515151515151,2.1162737642585556,5.0,23.68619495190587
2019-02-11,276,5.9,4.523876811594203,4.5,79.52579710144927,2,253,276.0,4230836930.1894073,263.0,258.0,274.0,257.0,262.0,297.0,236.0,19354580598.691185,23992970061.97791,6344660158.598821,227.0,231.0,263.0,279.625,288.8333333333333,309.6923076923077,7.788880963698752,29.398432902841332,48.194366576364075,274.0,344.0,19590166816.26204,37859570391.19702,7,2.0,1.0,2019.0,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,15273779.531369701,0.0072202166064981,1.3761231884057974,13.0,22.16566566650681
2019-02-18,283,6.4,4.528268551236749,4.5,94.67282685512367,3,242,283.0,10537493521.689331,276.0,263.0,258.0,274.0,344.0,244.0,249.0,4230836930.1894073,19354580598.691185,28668456445.780235,253.0,227.0,267.75,281.375,287.0833333333333,309.15384615384613,8.655441448399312,28.605381611558066,48.25209997000275,276.0,344.0,19061711009.159683,31810778570.06532,8,2.0,1.0,2019.0,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,37103850.42848356,0.0105633802816901,1.871731448763251,7.0,23.078205545582794
2019-02-25,219,7.5,4.495479452054794,4.5,77.48525114155251,1,203,219.0,180755660438.5877,283.0,276.0,263.0,258.0,282.0,271.0,318.0,10537493521.689331,4230836930.1894073,23992970061.97791,242.0,253.0,270.0,273.75,290.3333333333333,299.9230769230769,11.518101695447422,13.853828764228918,46.3628639270175,283.0,297.0,14528970278.136957,19863854559.74126,9,2.0,1.0,2019.0,0.8854560256532099,0.4647231720437686,0.8660254037844386,0.5000000000000001,821616638.3572168,0.0045454545454545,3.004520547945206,-64.0,25.920412013896527
2019-03-04,216,7.0,4.52587962962963,4.5,100.07782407407409,1,190,216.0,36482535794.29351,219.0,283.0,276.0,263.0,297.0,417.0,312.0,180755660438.5877,10537493521.689331,19354580598.691185,203.0,242.0,260.25,265.875,286.0,295.53846153846155,28.721362548922862,23.228292477678476,50.57307943596427,283.0,297.0,53719642872.289406,37826382005.7453,10,3.0,1.0,2019.0,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,168122284.76632953,0.0046082949308755,2.47412037037037,-3.0,24.32009951166909
2019-03-11,301,6.4,4.610066445182724,4.5,69.7575415282392,7,224,301.0,16004315412.950169,216.0,219.0,283.0,276.0,257.0,262.0,262.0,36482535794.29351,180755660438.5877,4230836930.1894073,190.0,203.0,248.5,255.75,269.25,292.46153846153845,35.93048844644339,25.28551250928371,33.718419568268644,283.0,283.0,58001631671.18999,38795899243.72601,11,3.0,1.0,2019.0,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,52994421.89718599,0.0231788079470198,1.7899335548172761,85.0,23.496124236191964
2019-03-18,249,6.3,4.49441767068273,4.4,108.54172690763052,1,216,249.0,6006827832.869106,301.0,216.0,219.0,283.0,274.0,344.0,224.0,16004315412.950169,36482535794.29351,10537493521.689331,224.0,190.0,254.75,261.25,272.5,290.0769230769231,43.65298767934831,29.951150705297287,34.81770709384396,301.0,301.0,60945001291.88018,40003356150.51993,12,3.0,1.0,2019.0,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,24027311.331476424,0.004,1.8055823293172697,-52.0,22.516162631486292
2019-03-25,229,6.3,4.566157205240175,4.5,107.92113537117903,1,192,229.0,8976862222.105612,249.0,301.0,216.0,219.0,258.0,282.0,222.0,6006827832.869106,16004315412.950169,180755660438.5877,216.0,224.0,246.25,258.125,264.5833333333333,287.2307692307692,39.42397747564294,29.734239522812764,27.006592909992243,301.0,301.0,59812334869.675125,37170652573.906044,13,3.0,1.0,2019.0,1.0,-1.6081226496766366e-16,1.0,6.123233995736766e-17,39029835.74828527,0.0043478260869565,1.7338427947598252,-20.0,22.917916239837297
2019-04-01,308,6.2,4.574545454545454,4.5,76.08931818181817,1,261,308.0,12019845188.90906,229.0,249.0,301.0,216.0,263.0,297.0,263.0,8976862222.105612,6006827832.869106,36482535794.29351,192.0,216.0,248.75,254.5,260.1666666666667,285.61538461538464,37.384265852539286,31.468805415612998,28.20648968953852,301.0,301.0,16867635315.5546,35293639093.922005,14,4.0,2.0,2019.0,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998,38899175.36863773,0.0032362459546925,1.625454545454546,79.0,23.209824886595246
2019-04-08,242,6.4,4.570247933884297,4.5,97.60202479338842,4,197,242.0,15406986843.91801,308.0,229.0,249.0,301.0,276.0,257.0,242.0,12019845188.90906,8976862222.105612,16004315412.950169,261.0,192.0,271.75,260.125,261.0833333333333,283.0,38.79325542754395,36.779021582573804,29.65393836585696,308.0,308.0,10751962664.208487,34376797167.699234,15,4.0,2.0,2019.0,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998,63403238.04081486,0.0164609053497942,1.8297520661157032,-66.0,23.45808693470769
2019-04-15,279,6.8,4.555125448028674,4.5,83.04136200716846,3,244,279.0,28118099325.8747,242.0,308.0,229.0,249.0,283.0,274.0,242.0,15406986843.91801,12019845188.90906,6006827832.869106,197.0,261.0,257.0,255.875,259.8333333333333,280.8076923076923,34.995237771254935,36.64672076539922,30.1536469476315,308.0,308.0,10602630521.950447,35773815906.91531,16,4.0,2.0,2019.0,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998,100421783.30669536,0.0107142857142857,2.244874551971326,37.0,24.0596793100993
2019-04-22,252,6.3,4.5603968253968254,4.5,113.5148015873016,1,220,252.0,10865269486.50441,279.0,242.0,308.0,229.0,219.0,258.0,227.0,28118099325.8747,15406986843.91801,8976862222.105612,244.0,197.0,264.5,255.375,260.25,281.7307692307692,35.911929308610915,36.248891608670505,30.40073264667363,308.0,308.0,16130448395.201843,37971391632.438484,17,4.0,2.0,2019.0,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,42945729.19566961,0.0039525691699604,1.7396031746031744,-27.0,23.108837253614986
2019-04-29,273,6.4,4.53941391941392,4.5,90.11846153846156,3,238,273.0,11827849674.15583,252.0,279.0,242.0,308.0,216.0,263.0,215.0,10865269486.50441,28118099325.8747,12019845188.90906,220.0,244.0,270.25,259.5,259.75,278.34615384615387,29.624033036258492,33.27375628243463,30.490311426895484,308.0,308.0,16602550211.301544,16735092763.428072,18,4.0,2.0,2019.0,0.8229838658936565,-0.5680647467311557,0.8660254037844387,-0.4999999999999998,43167334.57721106,0.010948905109489,1.8605860805860805,21.0,23.193722729619815
2019-05-06,225,7.1,4.555555555555555,4.5,103.89862222222222,2,201,225.0,49984263364.31619,273.0,252.0,279.0,242.0,301.0,276.0,271.0,11827849674.15583,10865269486.50441,15406986843.91801,238.0,220.0,261.5,266.625,260.5833333333333,274.8076923076923,17.40689518552925,28.369689559709467,30.722980245274023,279.0,308.0,16554551332.61324,13653256998.410862,19,5.0,2.0,2019.0,0.7485107481711013,-0.663122658240795,0.4999999999999999,-0.8660254037844387,221169306.92175308,0.0088495575221238,2.5444444444444443,-48.0,24.634974060142152
2019-05-13,213,6.2,4.55056338028169,4.5,104.54474178403756,0,189,213.0,6888189756.363832,225.0,273.0,252.0,279.0,249.0,283.0,225.0,49984263364.31619,11827849674.15583,28118099325.8747,201.0,238.0,257.25,257.125,256.3333333333333,272.4230769230769,24.418230894149588,27.93583208507874,31.90136313226993,279.0,308.0,25198870462.712784,17900750492.331615,20,5.0,2.0,2019.0,0.6631226582407952,-0.7485107481711012,0.4999999999999999,-0.8660254037844387,32187802.599830993,0.0,1.6494366197183101,-12.0,22.653074152670865
2019-05-20,292,7.6,4.543493150684932,4.45,87.10969178082192,4,266,292.0,263804643681.37183,213.0,225.0,273.0,252.0,229.0,219.0,237.0,6888189756.363832,49984263364.31619,10865269486.50441,189.0,201.0,240.75,252.625,250.5,270.4230769230769,26.986107537027294,32.03095600910379,32.964167874168204,273.0,308.0,19891393070.335068,18010920732.768456,21,5.0,2.0,2019.0,0.5680647467311558,-0.8229838658936564,0.4999999999999999,-0.8660254037844387,900357145.670211,0.0136518771331058,3.0565068493150678,79.0,26.298474680116286
2019-05-27,203,8.0,4.56256157635468,4.5,96.75477832512316,4,186,203.0,1004939053712.8384,292.0,213.0,225.0,273.0,308.0,216.0,248.0,263804643681.37183,6888189756.363832,11827849674.15583,266.0,189.0,250.75,260.5,256.5833333333333,270.2307692307692,37.79219496139383,33.118833657862176,33.35609071637097,292.0,308.0,83126236619.05193,49864393415.176735,22,5.0,2.0,2019.0,0.46472317204376906,-0.8854560256532096,0.4999999999999999,-0.8660254037844387,4926171831.925678,0.0196078431372549,3.43743842364532,-89.0,27.635948012529916
2019-06-03,223,6.6,4.564708520179372,4.5,102.9086547085202,1,188,223.0,15047478128.786064,203.0,292.0,213.0,225.0,242.0,301.0,242.0,1004939053712.8384,263804643681.37183,49984263364.31619,186.0,266.0,233.25,247.375,255.5,268.65384615384613,40.18602576352466,32.40342794917138,34.96621746252152,292.0,292.0,331404037628.72253,173979294480.6679,23,6.0,2.0,2019.0,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,67176241.64636636,0.0044642857142857,2.0352914798206276,20.0,23.43447624797335
2019-06-10,199,6.4,4.498894472361809,4.4,102.31713567839196,3,179,199.0,6682259067.597667,223.0,203.0,292.0,213.0,279.0,249.0,233.0,15047478128.786064,1004939053712.8384,6888189756.363832,188.0,186.0,232.75,245.0,249.0,266.8076923076923,40.335055059670715,33.5303700290604,32.92967713725138,292.0,292.0,322669841319.84,173934355891.27643,24,6.0,2.0,2019.0,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,33411295.337988332,0.015,1.9011055276381912,-24.0,22.622721951245477
2019-06-17,277,7.3,4.591227436823105,4.5,75.71866425992779,2,207,277.0,104179623122.77322,199.0,223.0,203.0,292.0,252.0,229.0,249.0,6682259067.597667,15047478128.786064,263804643681.37183,179.0,188.0,229.25,235.0,244.83333333333334,258.4230769230769,43.13061557640931,33.86949744449793,35.95409531189665,292.0,292.0,322618358647.6485,171254875858.9918,25,6.0,2.0,2019.0,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,374746845.7653713,0.0071942446043165,2.708772563176895,78.0,25.369382391708182
2019-06-24,359,7.3,4.605793871866295,4.5,76.76289693593316,5,215,359.0,111437255673.73589,277.0,199.0,223.0,203.0,273.0,308.0,214.0,104179623122.77322,6682259067.597667,1004939053712.8384,207.0,179.0,225.5,238.125,248.83333333333334,259.0,35.90264614203251,36.69736269231652,36.694892717040766,277.0,292.0,282712103507.99884,182919170063.5254,26,6.0,2.0,2019.0,-3.216245299353273e-16,-1.0,1.2246467991473532e-16,-1.0,309547932.42704415,0.0138888888888888,2.694206128133705,82.0,25.43672754008042
2019-07-01,305,6.4,4.524590163934426,4.4,95.12360655737704,2,240,305.0,21418143356.06084,359.0,277.0,199.0,223.0,225.0,242.0,272.0,111437255673.73589,104179623122.77322,15047478128.786064,215.0,207.0,264.5,248.875,253.08333333333334,259.5769230769231,70.9436396021518,55.92964330299272,45.955429659089205,359.0,359.0,59336653998.223206,195370345813.4729,27,7.0,3.0,2019.0,-0.12053668025532283,-0.992708874098054,-0.4999999999999997,-0.8660254037844388,69993932.53614654,0.0065359477124183,1.8754098360655744,-54.0,23.787504220200894
2019-07-08,404,7.1,4.51490099009901,4.405,62.635346534653465,8,303,404.0,77100546064.0947,305.0,359.0,277.0,199.0,213.0,279.0,209.0,21418143356.06084,111437255673.73589,6682259067.597667,240.0,215.0,285.0,258.875,258.3333333333333,260.46153846153845,66.67333300003335,58.15849649265114,48.12168918166684,359.0,359.0,60929320305.0419,191799580812.44098,28,7.0,3.0,2019.0,-0.23931566428755743,-0.9709418174260521,-0.4999999999999997,-0.8660254037844388,190371718.67677703,0.019753086419753,2.58509900990099,99.0,25.068376200046966
2019-07-15,329,7.2,4.559118541033435,4.5,76.25428571428571,2,276,329.0,81983363594.12547,404.0,305.0,359.0,277.0,292.0,252.0,296.0,77100546064.0947,21418143356.06084,104179623122.77322,303.0,240.0,336.25,282.75,268.75,264.5769230769231,56.55307241874664,73.75006053266286,63.93338152113695,404.0,404.0,78533892054.16617,200576125350.90732,29,7.0,3.0,2019.0,-0.3546048870425356,-0.9350162426854148,-0.4999999999999997,-0.8660254037844388,248434435.13371354,0.006060606060606,2.6408814589665655,-75.0,25.129782180640852
2019-07-22,245,5.7,4.543224489795918,4.5,80.26893877551021,1,217,245.0,4482757908.006549,329.0,404.0,305.0,359.0,203.0,273.0,226.0,81983363594.12547,77100546064.0947,111437255673.73589,276.0,303.0,349.25,287.375,275.1666666666667,267.34615384615387,42.66438795998369,75.55118889108994,65.93224253777957,404.0,404.0,72984827172.00423,177848465340.00153,30,7.0,3.0,2019.0,-0.46472317204376806,-0.8854560256532101,-0.4999999999999997,-0.8660254037844388,18222593.12197784,0.0040650406504065,1.1567755102040822,-84.0,22.223504298655428
2019-07-29,224,6.3,4.535758928571428,4.5,96.41495535714286,0,182,224.0,8751888519.596287,245.0,329.0,404.0,305.0,223.0,225.0,241.0,4482757908.006549,81983363594.12547,21418143356.06084,217.0,276.0,320.75,292.625,272.8333333333333,266.2307692307692,65.78943684209496,70.1140652284344,66.50882830440051,404.0,404.0,46246202730.571884,52791428364.39757,31,7.0,3.0,2019.0,-0.5680647467311556,-0.8229838658936566,-0.4999999999999997,-0.8660254037844388,38897282.30931683,0.0,1.7642410714285717,-21.0,22.89253534495308
2019-08-05,233,6.9,4.547210300429184,4.4,126.1010729613734,3,202,233.0,54382758296.36357,224.0,245.0,329.0,404.0,199.0,213.0,247.0,8751888519.596287,4482757908.006549,77100546064.0947,182.0,217.0,300.5,292.75,272.75,264.9230769230769,82.57723657279892,69.97295395875679,66.57480413380522,404.0,404.0,43079639021.45575,52004479663.24884,32,8.0,3.0,2019.0,-0.663122658240795,-0.7485107481711013,-0.8660254037844385,-0.5000000000000004,232404949.9844597,0.0128205128205128,2.352789699570816,9.0,24.71931299750807
